id,date,source,text,jpgURL,name,stage,rating,prediction,isDog,retweetCount,favoriteCount
888554962724278272,2017-07-22,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Ralphus,None,13,Siberian_husky,Yes,3161,18427
888078434458587136,2017-07-20,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,Gerald,None,12,French_bulldog,Yes,3149,20324
887705289381826560,2017-07-19,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Jeffrey,None,13,basset,Yes,4897,28243
887517139158093824,2017-07-19,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,None,None,14,limousine,No,10700,43283
887473957103951883,2017-07-19,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Canela,None,13,Pembroke,Yes,16333,64170
887343217045368832,2017-07-18,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,None,None,13,Mexican_hairless,Maybe,9519,31426
886983233522544640,2017-07-17,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Maya,None,13,Chihuahua,Maybe,6959,32608
886736880519319552,2017-07-16,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

",https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Mingus,None,13,kuvasz,Yes,2921,11184
886680336477933568,2017-07-16,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Derek,None,13,convertible,No,4066,20984
886366144734445568,2017-07-15,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,Roscoe,pupper,12,French_bulldog,Yes,2875,19739
886258384151887873,2017-07-15,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Waffles,None,13,pug,Maybe,5736,26129
885984800019947520,2017-07-14,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Jimbo,None,12,Blenheim_spaniel,Yes,6101,30415
885528943205470208,2017-07-13,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Maisey,None,13,pug,Yes,5809,33572
885167619883638784,2017-07-12,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,None,None,13,malamute,Yes,3970,20437
884925521741709313,2017-07-12,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Earl,None,12,Italian_greyhound,Yes,16423,71892
884876753390489601,2017-07-11,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Lola,None,13,chow,Yes,5062,25976
884562892145688576,2017-07-11,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Kevin,None,13,pug,Yes,4268,22693
884441805382717440,2017-07-10,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,None,None,14,Pembroke,Yes,5178,25298
884162670584377345,2017-07-09,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,Yogi,doggo,12,German_shepherd,Yes,2722,19057
883838122936631299,2017-07-09,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Noah,None,12,Doberman,Yes,3119,20403
883482846933004288,2017-07-08,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Bella,None,5,golden_retriever,Yes,8977,42777
883360690899218434,2017-07-07,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Grizzwald,floofer,13,chow,Yes,3361,21169
882992080364220416,2017-07-06,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Rusty,None,13,Eskimo_dog,Maybe,3538,22307
882762694511734784,2017-07-06,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Gus,pupper,12,Labrador_retriever,Yes,4438,26389
882627270321602560,2017-07-05,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Stanley,None,13,Pembroke,Yes,5519,26137
882268110199369728,2017-07-04,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Alfy,None,13,golden_retriever,Yes,10527,41851
882045870035918850,2017-07-04,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Koko,None,13,web_site,Maybe,4444,27378
881906580714921986,2017-07-03,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Rey,None,12,Weimaraner,Maybe,3089,22743
881666595344535552,2017-07-03,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Gary,None,13,Saluki,Yes,9699,47300
881536004380872706,2017-07-02,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,None,pupper,14,Samoyed,Maybe,14516,46198
881268444196462592,2017-07-01,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Elliot,None,12,tusker,No,4794,21695
880935762899988482,2017-06-30,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Louis,None,13,street_sign,No,2536,15972
880465832366813184,2017-06-29,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Bella,None,12,golden_retriever,Yes,5653,26594
880221127280381952,2017-06-29,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Jesse,None,12,Chihuahua,Maybe,3794,25178
880095782870896641,2017-06-28,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,None,None,11,miniature_pinscher,Yes,3945,25797
879862464715927552,2017-06-28,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Romeo,None,13,basset,Yes,3181,20907
879492040517615616,2017-06-27,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,Bailey,None,12,German_short-haired_pointer,Maybe,2903,21936
879415818425184262,2017-06-26,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,Duddles,None,13,English_springer,Yes,40405,98839
879376492567855104,2017-06-26,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Jack,None,12,tricycle,Maybe,2848,15708
879050749262655488,2017-06-25,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,Steven,None,11,tabby,No,4277,21051
879008229531029506,2017-06-25,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Beau,None,13,vizsla,Yes,2435,17770
878776093423087618,2017-06-25,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Snoopy,puppo,13,Italian_greyhound,Yes,3724,18117
878281511006478336,2017-06-23,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

",https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Shadow,None,13,basset,Yes,1173,7236
878057613040115712,2017-06-23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,Emmy,None,14,French_bulldog,Yes,6188,39363
877736472329191424,2017-06-22,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Aja,None,13,Chesapeake_Bay_retriever,Yes,17270,74085
877556246731214848,2017-06-21,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Penny,None,12,basset,Maybe,3468,21225
877316821321428993,2017-06-21,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Dante,None,13,Saluki,Yes,4751,25630
877201837425926144,2017-06-20,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Nelly,None,12,Pembroke,Yes,5087,25357
876838120628539392,2017-06-19,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Ginger,pupper,12,bloodhound,Yes,3037,19371
876484053909872640,2017-06-18,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Benedict,None,13,golden_retriever,Yes,2162,17582
876120275196170240,2017-06-17,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Venti,None,13,Bernese_mountain_dog,Yes,4257,26204
875747767867523072,2017-06-16,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Goose,None,13,Labrador_retriever,Yes,3900,23556
875144289856114688,2017-06-15,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Nugget,None,13,Siberian_husky,Maybe,4482,20534
875021211251597312,2017-06-14,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,None,None,12,West_Highland_white_terrier,Yes,4314,23887
874680097055178752,2017-06-13,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Cash,None,12,Labrador_retriever,Yes,4231,26047
874296783580663808,2017-06-12,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,Jed,pupper,13,cocker_spaniel,Yes,3761,24410
874012996292530176,2017-06-11,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ",https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Sebastian,puppo,13,Cardigan,Yes,9373,32143
873580283840344065,2017-06-10,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,None,None,13,Newfoundland,Yes,3604,22731
873213775632977920,2017-06-09,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

",https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,Sierra,pupper,12,vizsla,Yes,1458,6712
872967104147763200,2017-06-09,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,None,doggo,12,Labrador_retriever,Yes,4973,25583
872820683541237760,2017-06-08,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ",https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,None,None,13,pug,Yes,3415,13832
872620804844003328,2017-06-08,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,Monkey,None,13,cocker_spaniel,Yes,3342,19467
872486979161796608,2017-06-07,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 ,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,None,None,12,Pembroke,Yes,8303,38308
872122724285648897,2017-06-06,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on ,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,Kody,None,12,basketball,Maybe,7437,32241
871879754684805121,2017-06-06,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 ,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Lassie,None,13,Shetland_sheepdog,Yes,10097,35346
871762521631449091,2017-06-05,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 ,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Rover,pupper,12,Labrador_retriever,Yes,3212,19010
871515927908634625,2017-06-04,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo ,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,Napolean,doggo,12,komondor,Maybe,3203,18993
871032628920680449,2017-06-03,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking ",https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,Boomer,None,13,kelpie,Maybe,3527,21413
870804317367881728,2017-06-03,Twitter for iPhone,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 ,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,None,None,11,home_theater,No,5702,31693
870656317836468226,2017-06-02,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: ",https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Cody,None,13,Pembroke,Yes,2435,11635
870374049280663552,2017-06-01,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 ,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,Zoey,None,13,golden_retriever,Yes,24464,78297
870308999962521604,2017-06-01,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking ",https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Rumble,None,13,Greater_Swiss_Mountain_dog,Yes,3830,20663
870063196459192321,2017-05-31,Twitter for iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride ,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,Clifford,None,14,comic_book,No,7678,34460
869772420881756160,2017-05-31,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly ",https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Dewey,None,13,Pembroke,Yes,9352,40173
869702957897576449,2017-05-30,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley ,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Stanley,None,13,Pembroke,Yes,5834,26648
869596645499047938,2017-05-30,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for ,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,Scout,doggo,12,Chihuahua,Maybe,2891,15073
869227993411051520,2017-05-29,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well ,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Gizmo,None,13,Pembroke,Yes,3493,19288
868880397819494401,2017-05-28,Twitter for iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter ,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,Walter,None,14,laptop,Maybe,13381,61817
868622495443632128,2017-05-28,Twitter for iPhone,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways ,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,None,None,13,Labrador_retriever,Yes,4912,25218
868552278524837888,2017-05-27,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

",https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,Cooper,None,12,whippet,Yes,1928,9536
867774946302451713,2017-05-25,Twitter for iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold ,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,Harold,None,13,Border_collie,Yes,6835,32143
867421006826221569,2017-05-24,Twitter for iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo ,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Shikha,puppo,12,Eskimo_dog,Yes,2313,15224
866686824827068416,2017-05-22,Twitter for iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely ,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,Lili,None,12,flat-coated_retriever,Yes,3251,18287
866450705531457537,2017-05-22,Twitter for iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender ",https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,Jamesy,pupper,13,French_bulldog,Yes,32803,115956
866334964761202691,2017-05-21,Twitter for iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly ,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,Coco,None,12,Samoyed,Yes,13288,49725
865718153858494464,2017-05-19,Twitter for iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy ",https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,Boomer,None,13,golden_retriever,Yes,5244,24367
